"Export time: 8/6/2022, 8:14:58 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","55","PÜR 4-in-1 Lip Duo - Lip Gloss Matte Lipstick - All Day Lipstick For Long Wear Matte Lip Stain Liquid Lipstick & Daily Lip Moisturizing - Cruelty-Free Vegan Lip Tint","PÜR MINERALS","$20.00","30","1","$600","09/21/2020","$14.08","34","4.1","$5.92","196660","Beauty & Personal Care","B07KK597Q5","https://www.amazon.com/dp/B07KK597Q5"
"","","56","YOUNG VISION Lipsticks Set Multi-finish Matte Nude Colors Lip Stick Bundles Lip Makeup Gift Set for Women Long-lasting and Moisturizing Pack of 6","YOUNG VISION","$9.99","...","...","...","04/12/2022","$5.42","84","4.3","$4.57","42295","...","B09QM48SL9","https://www.amazon.com/dp/B09QM48SL9"
"","","57","Sky Organics Tinted Lip Balms for Lips to Moisturize Soften & Add A Wash of Color Four Assorted Shades 4pk.","Sky Organics","$6.88","2855","95","$19642","01/15/2017","$2.79","7492","4.3","$4.09","6473","Beauty & Personal Care","B01LDELBTU","https://www.amazon.com/dp/B01LDELBTU"
"","","58","Matte Liquid Lipstick | Dusty Rose Lip Color - Best Pink Nude Lipstick Vegan Cruelty-free Aromi (Berry Nude)","Aromi","$17.00","384","12","$6528","08/05/2017","...","391","4.2","","34441","Beauty & Personal Care","B07KMJM8Y8","https://www.amazon.com/dp/B07KMJM8Y8"
"","","59","Mineral Fusion Lipstick Butter Blackberry 0.06 Ounce","Mineral Fusion","$10.98","37","1","$406","12/30/2015","$6.41","454","4","$4.57","45411","Beauty & Personal Care","B017JX4ORU","https://www.amazon.com/dp/B017JX4ORU"
"","","60","Honest Lip Crayon Lush Sheer - Chesnut Women Lipstick 0.105 oz","Honest Beauty","$8.99","458","15","$4117","09/05/2018","$4.73","818","4.2","$4.26","42455","Beauty & Personal Care","B07F43XTFS","https://www.amazon.com/dp/B07F43XTFS"
"","","61","NYX PROFESSIONAL MAKEUP Lip Lingerie XXL Matte Liquid Lipstick - Turn-On (Peach Nude)","NYX PROFESSIONAL MAKEUP","$8.28","7033","234","$58233","04/19/2021","$4.08","4532","4.4","$4.20","1738","Beauty & Personal Care","B00LMQ38RI","https://www.amazon.com/dp/B00LMQ38RI"
"","","62","Mented Cosmetics Nude Matte Lipstick - Brand Nude Long Lasting Liquid Lipstick - Pink Tan Mauve Lipstick - Waterproof Matte Lip Stain for Dark Lip Color - Matte Nude Lipstick for 24 Hour Stay","Mented","$18.00","360","12","$6480","02/05/2021","...","287","4.4","","33680","Beauty & Personal Care","B08TB9QSPQ","https://www.amazon.com/dp/B08TB9QSPQ"
"","","63","6 Colors Velvet Matte Lipgloss SetCapsule Tube Shape Lipgloss With Women's Daily Makeup Lipstick Set","LANGMANNI","$13.99","...","...","...","07/05/2022","$8.97","3","2.5","$5.02","105278","...","B0B12JWYW2","https://www.amazon.com/dp/B0B12JWYW2"
"","","64","Honeybee Gardens Truly Natural Lipstick Seduction | vegan cruelty free gluten free","Honeybee Gardens","$13.59","0","0","$0","...","...","29","4.2","","347307","Beauty & Personal Care","B002K684TQ","https://www.amazon.com/dp/B002K684TQ"
"","","65","Miss Rose Long-lasting Matte Lipstick Set 12 PCS Multi Colored featuring full-pigment lip color with a smooth ultra-matte finish in 12 shades","Miss Rose","$19.95","518","17","$10334","11/27/2017","$13.19","3126","4.1","$6.76","26762","Beauty & Personal Care","B0777KRYCH","https://www.amazon.com/dp/B0777KRYCH"
"","","66","100% PURE Pomegranate Oil Anti-Aging Lipstick Long Lasting Vibrant Makeup - Moisturizing Cocoa Butter Satin Finish - Vegan Fruit Pigmented Peony Color (Pale Pink) - 0.15 oz","100% PURE","$28.00","263","8","$7364","03/09/2015","...","215","4.2","","41989","Beauty & Personal Care","B07B6DWB8G","https://www.amazon.com/dp/B07B6DWB8G"
"","","67","3INA Makeup Cruelty Free Paraben Free Vegan Intense Lipstick 4 ml - 301 Dark Nude","3ina","$17.99","0","0","$0","04/12/2019","$11.75","1","5","$6.24","705309","Beauty & Personal Care","B07GBPNDJQ","https://www.amazon.com/dp/B07GBPNDJQ"
"","","68","Long Lasting Waterproof Matte LipstickHydratingNon-Stick LipstickVelvety Red Lipstick With pure lusterLipstick for All OccasionsEssential Lipstick for WomenCruelty Free Vegan Makeup(05)","Chongshang","$6.68","138","4","$922","03/16/2022","$2.61","61","3.8","$4.07","81098","Beauty & Personal Care","B09S5RDR9S","https://www.amazon.com/dp/B09S5RDR9S"
"","","69","Edanta Natural Lip Gloss Clear Creamy Lipstick Vegan Cruelty Free Liquid Lipsticks Hydrating Lip Cosmestis Make up for Women and Girls Pack of 1 (Orange 2)","Edanta","$8.99","15","0","$135","12/11/2020","$4.73","12","3.3","$4.26","279677","Beauty & Personal Care","B08PYLQK29","https://www.amazon.com/dp/B08PYLQK29"
"","","70","'Unashamed' Premium Nude Matte Liquid Lipstick | By The Clique","By The Clique","$16.50","90","3","$1485","06/09/2018","$6.5","224","3.8","$10.00","68607","Beauty & Personal Care","B08BC5CVYQ","https://www.amazon.com/dp/B08BC5CVYQ"
"","","71","Ere Perez - Natural Olive Oil Lipstick | Vegan Cruelty-Free Clean Beauty (Circus)","Ere Perez","$27.00","30","1","$810","12/17/2018","$19.41","46","4.4","$7.59","208209","Beauty & Personal Care","B07DCG6QC8","https://www.amazon.com/dp/B07DCG6QC8"
"","","72","Dark Green Liquid Lipstick - Matte Green Lipstick Kiss Proof for Halloween Cosplay Carnival - Ultra Long Lasting Lightweight Waterproof Lipstick with Brush- Cruelty Free Vegan (FORBIDDEN FOREST)","MAKI YIKA","$12.99","...","...","...","06/29/2022","...","6","5","","21830","...","B0B1M6JWPL","https://www.amazon.com/dp/B0B1M6JWPL"
"","","73","Winky Lux Glimmer Balm Color-Changing Pink Tinted pH Lip Balm Infused with Vitamin E for All-Day Moisture and Subtle Glittery Gloss 0.13 Oz (Unicorn)","Winky Lux","$16.00","957","31","$15312","09/24/2017","...","2865","4.3","","4609","Beauty & Personal Care","B075X4S4GW","https://www.amazon.com/dp/B075X4S4GW"
"","","74","MEICOLY 9 Colors Matte Lipstick Lip Liner Pencil Set Durable Velvet Lipstick Combination Kit Nude Color Vibrant Smooth for Black Women with 1 Large Sharpener","MEICOLY","$13.99","...","...","...","01/16/2022","$8.97","242","3.9","$5.02","143803","...","B09PF5JPM8","https://www.amazon.com/dp/B09PF5JPM8"
"","","75","NYX PROFESSIONAL MAKEUP Suede Matte Lipstick Vegan Formula - Girl Bye (Berry)","NYX PROFESSIONAL MAKEUP","$7.97","480","16","$3826","08/28/2018","$3.79","1119","4.4","$4.18","27540","Beauty & Personal Care","B07GXDS3RT","https://www.amazon.com/dp/B07GXDS3RT"
"","","76","Skingasm Liquid Blading Lips - 2-Phase High-Intensity Lip Stain for Hyper-Brilliant Color - Revolutionary Smudge Proof Lipstick and Matte Lipstick - Vegan Lip Makeup (Naked)","SKINGASM","$28.00","55","1","$1540","11/22/2021","$20.88","173","3.4","$7.12","109238","Beauty & Personal Care","B09L7375DK","https://www.amazon.com/dp/B09L7375DK"
"","","77","Honeybee Gardens Truly Natural Lipstick Valentine (pink) | Vegan | Cruelty Free | Gluten Free | Naturally Hydrating","Honeybee Gardens","$14.98","0","0","$0","09/11/2014","$9.81","44","3.6","$5.17","365023","Beauty & Personal Care","B00CXX8LUS","https://www.amazon.com/dp/B00CXX8LUS"
"","","78","CCbeauty Matte Lipstick Set 6 Colors Velvet Smooth Nude Lip Stick Waterproof Long Lasting Moisturizer Pigmented Non-Stick Cup Not Fade Pink Lip Makeup Valentine's Day Gift Sets for Her Girls Women Set A","CCbeauty","$9.99","305","10","$3047","02/20/2021","$5.65","381","4.2","$4.34","39117","Beauty & Personal Care","B08THJJW6M","https://www.amazon.com/dp/B08THJJW6M"
"","","79","Honeybee Gardens Truly Natural Lipstick Bombshell (neutral) | Vegan | Gluten Free | Cruelty Free | Naturally Hydrating & Nourishing | Long-wearing","Honeybee Gardens","$15.99","4","0","$64","05/15/2018","$10.05","34","4.3","$5.94","205295","Beauty & Personal Care","B00FH93K8S","https://www.amazon.com/dp/B00FH93K8S"
"","","80","NYX PROFESSIONAL MAKEUP Ultimate Shadow Palette Eyeshadow Palette - Brights","NYX PROFESSIONAL MAKEUP","$11.61","9215","307","$106986","07/16/2019","$6.33","28396","4.6","$5.28","2182","Beauty & Personal Care","B01IW02HYG","https://www.amazon.com/dp/B01IW02HYG"
"","","81","Dragun Beauty DragunGlass Matte Liquid Lipstick Nude Pink Hydrating & Comfortable Matte Finish with Jojoba Oil Vitamin E & Honeysuckle Extract - Vegan & Cruelty Free (0.15 oz)","DRAGUN BEAUTY","$17.11","60","2","$1027","04/21/2021","$11","127","4.3","$6.11","120024","Beauty & Personal Care","B08P7PQDH2","https://www.amazon.com/dp/B08P7PQDH2"
"","","82","ZM Zayn & Myza Vegan Transfer-Proof Power Matte Lip Color-Liquid Lipstick Long Lasting Smudge-proof Waterproof Hydrated Lips All Day with Vit E Matte Finish Paraben Free Power Red 0.20fl.oz","ZM Zayn & Myza","$18.99","0","0","$0","08/10/2021","$12.6","48","3.8","$6.39","418802","Beauty & Personal Care","B08Y2WG8KV","https://www.amazon.com/dp/B08Y2WG8KV"
"","","83","COOLA Organic Mineral Sunscreen Tinted Lip Balm Lip Care for Daily Protection Broad Spectrum SPF 30","Coola","$39.99","2652","88","$106053","09/27/2021","$30.45","2116","3.8","$9.54","6121","Beauty & Personal Care","B09FX1MV3D","https://www.amazon.com/dp/B09FX1MV3D"
"","","84","All Natural Lipstick Semi Matte Lip Color Moisturizing Lipstick Non Toxic Non GMO Highly Pigmented Long Lasting Lipstick Vegan Makeup for Women (Honor) - Luxury by Sofia","Luxury by Sofia","$21.00","15","0","$315","10/13/2019","$14.93","103","4","$6.07","327629","Beauty & Personal Care","B07Y29T45R","https://www.amazon.com/dp/B07Y29T45R"
"","","85","DNM 6 Colors Red Matte Lipstick Pack SetLong Lasting 24 Hour Waterproof Velvet Lipgloss Lip Stain Pigmented Lip Makeup Gift Sets for Girls and Women LabialesGolden Square Tube Lipstick","BINGBRUSH","$12.99","...","...","...","02/08/2022","$8.12","28","3.9","$4.87","103989","...","B09Q61SFH9","https://www.amazon.com/dp/B09Q61SFH9"
"","","86","MAEPEOR Matte Lipstick and Lipliner Set 2Pcs Non-Stick Cup Velvety Liquid Lipgloss Set Waterproof and Long Lasting Liquid Lipstick Set for Women and Girls (2PCS Set Black)","MAEPEOR","$9.99","903","30","$9021","10/30/2020","$5.65","953","4.3","$4.34","14658","Beauty & Personal Care","B08HWKGF5K","https://www.amazon.com/dp/B08HWKGF5K"
"","","87","Ambreesh 24 Karat Lips - Long Lasting Liquid Matte Lipstick - Waterproof Vegan Formula Hey Doll","Ambreesh","$19.00","18","0","$342","11/19/2019","$12.61","77","4","$6.39","277997","Beauty & Personal Care","B07FCTP2QF","https://www.amazon.com/dp/B07FCTP2QF"
"","","88","Berry Nude Matte Liquid Lipstick | Vegan Cruelty-free Lightweight Dusty Rose Shade","Aromi","$17.00","0","0","$0","05/02/2018","...","5","4.5","","64173","Handmade Products","B07CVN6HL9","https://www.amazon.com/dp/B07CVN6HL9"
"","","89","HAUS LABORATORIES by Lady Gaga: LE MONSTER MATTE LIP CRAYON Greaser","Haus Laboratories","$11.90","666","22","$7925","02/20/2020","$7.2","240","4.4","$4.71","94319","Beauty & Personal Care","B08371K352","https://www.amazon.com/dp/B08371K352"
