"Export time: 8/6/2022, 7:23:19 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","293","JPNK Makeup Sponge Set 18 Pcs Set Beauty Sponge Foundation Blending Latex-free Sponge with 2 Pcs Egg Sponge Blending Holder StandFlawless for Liquid & Creams & Powers (different color)","JPNK","$12.99","30","1","$390","05/29/2021","$7.27","96","4.7","$5.72","186174","Beauty & Personal Care","B08ZHGL1KZ","https://www.amazon.com/dp/B08ZHGL1KZ"
"","","294","Sibba 12 Pieces Sponges Powder Puff with Finger Holder Strap Mini Beauty Blender Face Eyes Makeup Pads for Liquid Foundation Cosmetic Wet Dry Tool","Sibba","$5.99","...","...","...","07/10/2022","$2.59","0","","$3.40","216656","...","B0B49KVTCG","https://www.amazon.com/dp/B0B49KVTCG"
"","","295","XINJUE Makeup Sponge 12 Pcs Makeup Sponges Blender Set Beauty Cosmetic Foundation Blending Applicator Puff Flawless for Liquid Cream Powder (black)","xinjue","$9.99","...","...","...","07/21/2022","...","7","4.4","","130985","...","B0B1ZCCSSZ","https://www.amazon.com/dp/B0B1ZCCSSZ"
"","","296","Mineral Fusion Pressed Powder Foundation Olive 3 - 0.32oz ea","Mineral Fusion","$25.28","480","16","$12134","05/23/2013","$17.95","2787","4.5","$7.33","4710","Beauty & Personal Care","B002LDYWWG","https://www.amazon.com/dp/B002LDYWWG"
"","","297","Wet n Wild Little Twin Stars Team Makeup Sponge Set Blender 2 Count","wet n wild","$7.74","240","8","$1858","11/04/2021","...","81","4.5","","46285","Beauty & Personal Care","B09K3PCDW9","https://www.amazon.com/dp/B09K3PCDW9"
"","","298","Makeup Sponge Blender Holder Travel Carrying Case Sponge Drying Rack Stand Holder Egg Powder Puff Drying Shelf Cute(NO SPONGE INCLUDED)","Bird&Fish","$5.99","129","4","$773","06/25/2019","$1.97","407","4.5","$4.02","63822","Beauty & Personal Care","B07S5DSL85","https://www.amazon.com/dp/B07S5DSL85"
"","","299","Natasha Moor: Makeup Blender Warrior | Velvety-soft Microfibre Makeup Sponge Perfect for Blending Foundation Best Applicator For Concealing and Contouring Cruelty Free","NATASHA MOOR","$16.00","0","0","$0","03/13/2021","$10.06","19","4.1","$5.94","293016","Beauty & Personal Care","B08XLHS7FG","https://www.amazon.com/dp/B08XLHS7FG"
"","","300","makeup puff beauty blender foundation mini sponge powder puffs triangle for face and blenders cream dry and wet applicator cushion puff 4 pieces","N\A","$14.98","...","...","...","06/27/2022","$9.19","0","","$5.79","148408","...","B09YH9BJJL","https://www.amazon.com/dp/B09YH9BJJL"
"","","301","TOROKOM 1Pcs Makeup Sponge Foundation Sponge Blender Beauty Cosmetics Puff Sponge Makeup Brush Tool with Handle for Foundation Powder Concealer Beauty Products (Skin Colour)","TOROKOM","$5.99","30","1","$180","...","$2.59","132","3.7","$3.40","210810","Beauty & Personal Care","B08C4ZZG7B","https://www.amazon.com/dp/B08C4ZZG7B"
"","","302","Swissco - Elite Cosmetic Sponges 24 Count Assorted","Swissco","$5.83","2","0","$12","03/21/2015","$1.82","32","4.1","$4.01","168651","Beauty & Personal Care","B005Z74IRY","https://www.amazon.com/dp/B005Z74IRY"
"","","303","24 PCS Makeup SpongeBeauty Sponge Makeup BlenderFoundation Blending Beauty Sponge with 1 Holder for Liquid and Cream FoundationPowderDry and Wet Use8 Colors","Gddochn","$10.99","...","...","...","06/03/2022","$5.57","8","4.7","$5.42","106256","...","B09X2ZCFVB","https://www.amazon.com/dp/B09X2ZCFVB"
"","","304","GIRLSKART 1 pc Marshmallow Makeup Sponge Makeup Beauty Blender for Liquid and Cream Foundation Latex-free and Vegan Beauty Sponge Makeup Sponge for a Flawless Natural Look (Baby Pink)","GIRLSKART","$12.99","...","...","...","06/25/2022","$7.5","0","","$5.49","197796","...","B0B2SHSXB1","https://www.amazon.com/dp/B0B2SHSXB1"
"","","305","8PCS Makeup Sponge Blender of Beauty Foundation Blending Beauty Sponge Latex Free And Vegan Makeup Blender Sponge Professional Beauty Makeup Set For PowderCream Or Liquid Application","MCIGICM","$5.59","48","1","$268","09/29/2020","$1.6","750","4.6","$3.99","212099","Beauty & Personal Care","B08FBGQC31","https://www.amazon.com/dp/B08FBGQC31"
"","","306","Lalasis Makeup Sponge 6 Pcs Multi-colored Blender Blending Beauty Sponges for FoundationsPowders & Creams Vegan Cruelty Free and Non-Latex","Lalasis","$7.99","323","10","$2581","01/11/2021","$3.81","624","4.7","$4.18","40565","Beauty & Personal Care","B08QFWXK1R","https://www.amazon.com/dp/B08QFWXK1R"
"","","307","Real Techniques Sponge+ Beauty Makeup Blenders Poreless Perfection Kit for Facial Cleanser Foundation and Setting Powder Probiotic Infused For Natural & Matte Finish 3 Piece Kit","Real Techniques","$12.99","...","...","...","10/05/2021","$7.5","87","4.2","$5.49","167247","...","B097NCHMP4","https://www.amazon.com/dp/B097NCHMP4"
"","","308","Triangle Powder Puff 6+1piece Makeup Powder Puffs and Kabuki Foundation Brush Soft Velour Powder Puffs for Face and Body Foundation Sponge Setting Powder Puff Wet Dry Makeup Tool (3colors)","GBTJYRYC","$8.99","...","...","...","07/15/2022","$4.73","0","","$4.26","116368","...","B0B5QTDSYG","https://www.amazon.com/dp/B0B5QTDSYG"
"","","309","CoverGirl Makeup Masters Sponge Puffs 3 ea (Pack of 6)","COVERGIRL","$17.35","3","0","$52","07/10/2016","$11.21","13","5","$6.14","213299","Beauty & Personal Care","B01IAFF1CI","https://www.amazon.com/dp/B01IAFF1CI"
"","","310","Makeup Sponges 4 Pcs With 1 Sponge HolderLatex Free Foundation Blending SpongeBeauty Makeup Set for Dry & Wet Use (Pink)","ADANOS","$6.99","30","1","$210","12/27/2020","$2.89","333","4.7","$4.10","227327","Beauty & Personal Care","B08P6YY6DB","https://www.amazon.com/dp/B08P6YY6DB"
"","","311","Makeup / Foundation Sponge Kit Multicolor","Generic","$12.99","30","1","$390","12/01/2021","$7.5","8","4.6","$5.49","259619","Beauty & Personal Care","B09BZZDDFY","https://www.amazon.com/dp/B09BZZDDFY"
