"Export time: 8/6/2022, 8:45:40 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","77","FloraCraft Diamond Dust Glitter 14 Ounce Clear Glass","FloraCraft","$11.98","1242","41","$14879","02/21/2015","$5.04","4537","4.7","$6.94","3271","Arts Crafts & Sewing","B008LTVCCM","https://www.amazon.com/dp/B008LTVCCM"
"","","78","","...","","...","...","...","...","...","0","","","","...","B00IIWO3BY","https://www.amazon.com/dp/B00IIWO3BY"
"","","79","GL-Turelifes 30ml Sequins Chunky Glitter Liquid Eyeshadow Glitter Body Gel Festival Glitter Cosmetic Face Hair Nails Makeup Long Lasting Sparkling Easy to Apply Easy to Remove (03 Green)","GL-Turelifes","$9.99","375","12","$3746","10/17/2021","$5.65","127","4.3","$4.34","36636","Beauty & Personal Care","B09BZCDN72","https://www.amazon.com/dp/B09BZCDN72"
"","","80","24 Colors Glitter Set FANDAMEI 24 Boxes 5g Fine Glitter Nail Art Glitter for Halloween Makeup Cosmetic Festival Makeup. Body Glitter Craft Glitter for Arts Decoration","Fandamei","$8.99","295","9","$2652","01/07/2021","$5.35","179","4.4","$3.64","44533","Beauty & Personal Care","B08SJB4TBW","https://www.amazon.com/dp/B08SJB4TBW"
"","","81","Yeweian Face Body Glitter Gel Mermaid Sequins Hair Nails Lip Eye Festival Glitter Gel Makeup White Chunky Liquid Holographic Body Glitter Gel for Women50g","Yeweian","$5.99","25","0","$150","06/21/2022","$1.97","0","","$4.02","201099","Beauty & Personal Care","B0B3VDRBF7","https://www.amazon.com/dp/B0B3VDRBF7"
"","","82","KIMIEYE Mermaid Sequins Body Glitter Gel Set of 2 Bottle Long Lasting Holographic Glitter Liquid Body Makeup for Women Waterproof Face Glitter Gel Total 9 Colors Available (9 White - (2 Bottle))","KIMIEYE","$8.88","380","12","$3374","10/25/2021","$4.63","99","4.6","$4.25","41512","Beauty & Personal Care","B09KCMM4TP","https://www.amazon.com/dp/B09KCMM4TP"
"","","83","MAEPEOR Mermaid Sequins Chunky Body Glitter Gel 9 Colors Holographic Long-Lasting Glitter Liquid Body Makeup for Face Body Hair Nails (30g 05 Blue)","MAEPEOR","$8.99","150","5","$1349","12/26/2021","$4.73","15","4.5","$4.26","90161","Beauty & Personal Care","B09P8K3YCY","https://www.amazon.com/dp/B09P8K3YCY"
"","","84","Body Glitter Spray Shimmer Silver Glitter Hairspray for Women Hair Body Clothing Hair and Body Glitter Spray for Nightclub Starry Glitter Party (1pcs)","Koliyn","$8.99","45","1","$405","06/27/2022","...","0","","","128784","Beauty & Personal Care","B0B59H85GK","https://www.amazon.com/dp/B0B59H85GK"
"","","85","LATIBELL Body Face Glitter Gel UV Black Light Reactive Glow Glitter Makeup 12 Colors Fine UV Body Glitter for Women Face Glitter Makeup Gel for Festival Rave Accessories","LATIBELL","$15.98","127","4","$2029","06/12/2022","$10.04","13","4.7","$5.94","73713","Beauty & Personal Care","B0B3XXCMNF","https://www.amazon.com/dp/B0B3XXCMNF"
"","","86","Holographic Nail Glitter Sequins 12 Boxes Iridescent Butterfly Star Heart Number Flakes Ultra-Thin Colorful Glitter Sticker for Nail Art Decoration Craft or Face Hair Decor","Rhdun","$4.99","","","","04/04/2022","...","8","4.5","","63058","Beauty & Personal Care","B09WMJS9DM","https://www.amazon.com/dp/B09WMJS9DM"
"","","87","Chunky Glitter Fine Glitter Sequins 10 Boxes for Slime Resin and Craft Supplies Glitter Festival Makeup Cosmetic Glitter for Body Nail Face Hair Eyeshadow Lip Gloss Making (Earth Tone Color Fine)","HLXFF3","$4.68","60","2","$281","04/06/2021","$0.77","12","4.8","$3.91","158252","Beauty & Personal Care","B091Z1K927","https://www.amazon.com/dp/B091Z1K927"
"","","88","Glow in The Dark Body Glitter Gel 12 Colors Glitter Gel Makeup UV Body Glitter for Women Glow in The Dark Face Glitter Makeup Gel Chunky Glitter Makeup for Party Rave Festival Accessories","LATIBELL","$14.98","203","6","$3041","06/12/2022","$9.19","14","4.8","$5.79","32976","Beauty & Personal Care","B0B3XSMB5H","https://www.amazon.com/dp/B0B3XSMB5H"
"","","89","Vanchief Nail Art Dip Powder Recycling Container2 in 1 Nail Powder Recycling Tray Nail Dip Powder Sequins Glitter Recycling Tool Portable Dipping Powder Storage Box with Dust Remover Powder Brush","Vanchief","$8.99","381","12","$3425","12/02/2020","$4.73","265","4.5","$4.26","31675","Beauty & Personal Care","B08PKJT8CB","https://www.amazon.com/dp/B08PKJT8CB"
"","","90","Ownest 12 Colors Holographic Chunky Glitter Gel Set Christmas Party Makeup Face Body Eye Lips Hair Nail Cosmetic Festival Chunky Glitter Eyeshadow Mixable No Need Glue","Ownest","$11.99","401","13","$4808","12/09/2019","$7.27","326","4","$4.72","33867","Beauty & Personal Care","B07ZLWZMDF","https://www.amazon.com/dp/B07ZLWZMDF"
"","","91","Mermaid Nail Sequins Holographic Glitters Chunky Iridescent Flakes Colorful Fluorescent Glass Paper Iridescent Flakes Sticker for Face Eyes Body Hair Nail Art Decoration (24 Boxes)","Maitys","$8.99","385","12","$3461","03/30/2021","$5.35","137","4.3","$3.64","33839","Beauty & Personal Care","B08YD9CLHX","https://www.amazon.com/dp/B08YD9CLHX"
"","","92","Allstarry 2 Colors Nail Glitter Powder White Black Dust Sand Powder Shining Sugar Effect Glitter Candy Coat Cosmetic Festival Powder DIY Nail Art Decoration for Manicure DIY Crafts","Allstarry","$6.89","537","17","$3700","01/25/2021","$2.8","218","4.4","$4.09","31239","Beauty & Personal Care","B08X3ZS3LD","https://www.amazon.com/dp/B08X3ZS3LD"
"","","93","Hemway Premium Ultra Sparkle Glitter Multi Purpose Metallic Flake for Arts Crafts Nails Cosmetics Resin Festival Face Hair - Silver Holographic - Microfine (1/256' 0.004' 0.1mm) 100g / 3.5oz","Hemway","$12.95","2572","85","$33307","05/24/2018","$8.09","11297","4.5","$4.86","5765","Beauty & Personal Care","B07D99D46Y","https://www.amazon.com/dp/B07D99D46Y"
"","","94","iMethod Body Glitter - 6 Jars Holographic Cosmetic Face Glitter for Festival & Halloween Alien Makeup","iMethod","$11.97","1253","41","$14998","04/01/2019","$6.63","1734","4.5","$5.34","17166","Beauty & Personal Care","B07H9W3GX5","https://www.amazon.com/dp/B07H9W3GX5"
"","","95","14 Colors Glow in The Dark Face Body Glitter Gel Luminous Holographic Iridescent Chunky Glitter for Women UV Black Light Glitter for Body/Face/Hair/Eyeshadow/Nail Glitter Makeup for Carnival Party","LemonSac","$8.99","85","2","$764","06/01/2022","$4.73","7","4.1","$4.26","122453","Beauty & Personal Care","B0B318BVJH","https://www.amazon.com/dp/B0B318BVJH"
"","","96","Crushed Glass Glitter Glow in The Dark 3 Color Broken Glass Pieces 300 g 1-3 mm Mirror Glass for Crafts Glitter Flakes Irregular Metallic Chips for DIY Resin Nail Art Vase Filler Epoxy Jewelry","Taiyin","$14.99","","","","06/15/2022","...","0","","","107856","Arts Crafts & Sewing","B0B496CRBD","https://www.amazon.com/dp/B0B496CRBD"
"","","97","48 Colors Nail Glitter Set FANDAMEI 48 Boxes 5g Nail Art Glitter Fine Glitter Powder for Eyeshadow Cosmetic Arts Crafts Decoration. Body Glitter Face Glitter for Festival Makeup Halloween","Fandamei","$11.99","466","15","$5587","05/15/2020","$7.12","656","4.5","$4.87","26939","Beauty & Personal Care","B088PQSQCT","https://www.amazon.com/dp/B088PQSQCT"
