"Export time: 8/5/2022, 11:51:51 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","63","7 Pieces Belly Dance Hip Scarf for Women Chiffon Dangling Belly Dance Hip Skirt Scarf Wrap Belt with Gold Coins","Hicarer","$30.99","66","2","$2045","09/07/2021","$20.55","40","4.7","$10.44","67750","Sports & Outdoors","B09FPM82J2","https://www.amazon.com/dp/B09FPM82J2"
"","","64","8-Sets Women's Belly Dance Outfit Belly Dance Hip Scarf Wrap Gold Coin Drop Necklace Earrings Bracelet Belly Dance Face Veil","Ujuuu","$21.99","...","...","...","06/30/2022","...","0","","","481918","...","B0B5KNN5YN","https://www.amazon.com/dp/B0B5KNN5YN"
"","","65","Chiffon Dangling Gold/Silver Coins Ornaments Belly Dance Hip Scarf Waist Belt","Showyou","$5.99","0","0","$0","03/02/2018","$0.57","3","4.3","$5.42","2380487","Clothing Shoes & Jewelry","B07B6VYR85","https://www.amazon.com/dp/B07B6VYR85"
"","","66","Bettli Fashion Shining Sequins Coin Belly Dance Accessories (multi color)","Bettli","$10.54","0","0","$0","09/23/2012","$4.53","82","4.4","$6.01","1807800","Clothing Shoes & Jewelry","B009FU4F84","https://www.amazon.com/dp/B009FU4F84"
"","","67","24 Pieces Belly Dance Hip Scarf Belly Dance Skirt with Gold Coins Bling Belly Dance Outfit Belly Dancer Costumes for Women","JaGely","$59.99","...","...","...","04/11/2022","$43.66","0","","$16.33","158406","...","B09XQYRWRF","https://www.amazon.com/dp/B09XQYRWRF"
"","","68","Cooyeah Belly Dance Skirt and Belly Dance Wrist Ankle Cuffs Bracelets","Aulufft","$9.99","64","2","$639","01/07/2020","$4.95","144","4.4","$5.04","73846","Sports & Outdoors","B083MYDB6F","https://www.amazon.com/dp/B083MYDB6F"
"","","69","Lightweight Semicircle Chiffon Hand Scarf Belly Dance Costume Outfit Hip Scarf Sequin Trim Shawls Veils","Showyou","$15.69","234","7","$3671","06/11/2018","$9.75","466","4.4","$5.94","104491","Clothing Shoes & Jewelry","B07DP4CQV1","https://www.amazon.com/dp/B07DP4CQV1"
"","","70","Women Belly Dance Hip Scarf with Coins","LNYSOTX","$13.99","...","...","...","07/29/2021","$7.84","17","4.8","$6.15","181924","...","B09BJ9N134","https://www.amazon.com/dp/B09BJ9N134"
"","","71","Geyoga 3 Pieces Women Belly Dance Costume Belly Dance Hip Scarf Long Sleeves Chiffon Top High Slit Harem Pants Sweatpants Beach Cover-up Pants Belly Dance Costumes India Dance Outfit Halloween","Geyoga","$8.99","0","0","$0","05/13/2021","$2.5","6","3.5","$6.49","517765","Sports & Outdoors","B094Y7XH2F","https://www.amazon.com/dp/B094Y7XH2F"
"","","72","Women's Belly Dance Hip Scarves Wave Wrap Skirts with 128 Gold Coins Chiffon Belly Dance Coin Belt with Bracelets","Nimiman","$12.90","...","...","...","08/24/2021","$7.79","2","4","$5.11","1706765","...","B09MD1S6M6","https://www.amazon.com/dp/B09MD1S6M6"
"","","73","Lilly Pulitzer ID Case Keychain Wallet with Zip Close Cute Durable Card Holder for Women Teen Girls Turtle Villa","Lilly Pulitzer","$19.95","728","24","$14524","07/14/2020","$13.64","967","4.8","$6.31","33139","Clothing Shoes & Jewelry","B08BQDTT7R","https://www.amazon.com/dp/B08BQDTT7R"
"","","74","4 Sets Women's Belly Dance Gypsy Accessories Gold Coins Belly Dance Hip Skirt Scarf Wrap Belt Gold Coins Necklace and Earrings Jewelry","Hicarer","$13.99","0","0","$0","12/15/2021","$7.42","15","4.5","$6.57","1247605","Clothing Shoes & Jewelry","B085PTM5NC","https://www.amazon.com/dp/B085PTM5NC"
"","","75","BELLYLADY 158 Gold Coins Belly Dance Hip Scarf Vogue Style Gift idea WHITE","AK TRADING CO","$6.95","0","0","$0","04/08/2014","$2.37","31","4.3","$4.58","914459","Sports & Outdoors","B00GJEK718","https://www.amazon.com/dp/B00GJEK718"
"","","76","Mutreso Belly Dance Hip Scarf with 248 Gold Coins 150cm Colorful Gem Belt Profession Velvet Performance Skirt Hip Wrap","Mutreso","$16.99","0","0","$0","02/19/2017","$10.67","44","4.4","$6.32","556363","Sports & Outdoors","B01DW2I3VK","https://www.amazon.com/dp/B01DW2I3VK"
"","","77","Women Scarfs Solid Color Head Scarf Pearl Hijab Lightweight Fashion Hair Scarf Purse Scarfs for Handbag","Generic","$6.76","...","...","...","05/18/2022","...","0","","","842562","...","B0B1PNXMN3","https://www.amazon.com/dp/B0B1PNXMN3"
"","","78","Belly Dance Accessories Shining Triangle Crochet Coins Sequins Hip Scarf with Tassel Dance Hip Wraps","Beading Charm","$13.99","8","0","$112","06/26/2017","$7.39","106","4.6","$6.60","323704","Clothing Shoes & Jewelry","B073NGY14N","https://www.amazon.com/dp/B073NGY14N"
"","","79","Women's Belly Dance Skirt Set Coin Skirt Belly Dance Hip Scarf Belly Dance Belt with Gold Coin Bling Sequins Bracelets (Black)","Meanplan","$16.99","...","...","...","06/16/2022","$9.7","0","","$7.29","1093620","...","B0B4DLGGRL","https://www.amazon.com/dp/B0B4DLGGRL"
"","","80","MUNAFIE Hip Scarf for Belly Dance Folk Dance Halloween Costume Tribal Dance Skirt with Sequin Tassel","MUNAFIE","$17.98","66","2","$1187","02/27/2019","$11.15","253","4.4","$6.83","153070","Clothing Shoes & Jewelry","B07P6WWSBQ","https://www.amazon.com/dp/B07P6WWSBQ"
"","","81","REINDEAR Belly Dance Gold Coins Chiffon Dangling Hip Scarf","REINDEAR","$7.15","0","0","$0","08/26/2015","...","43","4.3","","875945","Clothing Shoes & Jewelry","B077746LGX","https://www.amazon.com/dp/B077746LGX"
