"Export time: 8/6/2022, 12:17:36 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","171","11x17 Sheet Protectors 50 Pcs Page Protectors for 3 Ring Binder Side Loading Page Sleeves Archival Sleeves Landscape View Binder Sleeves for Photos Posters Art Prints Sketches Archival Safe","tutata","$15.99","30","1","$480","11/18/2021","$8.45","10","4.4","$7.54","105371","Office Products","B09HKSFK3P","https://www.amazon.com/dp/B09HKSFK3P"
"","","172","C-Line Memory Book 12 x 12 Inch Scrapbook Page Protectors Clear Poly Top Load 50 Pages per Box (62227)","C-Line","$21.54","128","4","$2757","11/29/2009","$12.52","1017","4.7","$9.02","58703","Office Products","B000S160C8","https://www.amazon.com/dp/B000S160C8"
"","","173","600 Pack Clear Sheet Protectors for 3 Ring Binder Page Protectors Heavy Duty Plastic Sheet Protectors Fits Standard 8.5 x 11 Paper Reinforced 11 Hole Design","Epakh","$27.99","25","0","$700","11/05/2021","$17.06","7","3.4","$10.93","142274","Office Products","B09L5XJY87","https://www.amazon.com/dp/B09L5XJY87"
"","","174","Heavy Duty Clear Sheet Protectors 8.5' x 11' 150 Pack Top LoadReinforced Holes Acid-Free/Archival Safe","Officewerks","$17.99","15","0","$270","03/19/2018","$9.5","55","4.4","$8.49","136819","Office Products","B07BLK2B1L","https://www.amazon.com/dp/B07BLK2B1L"
"","","175","C-Line Top Loading Standard Weight Poly Sheet Protectors Non-Glare 8.5 x 11 Inches 100 per Box (62048)","C-Line","$12.29","24","0","$295","04/17/2006","$5.31","45","4.7","$6.98","103356","Office Products","B000V6YSJW","https://www.amazon.com/dp/B000V6YSJW"
"","","176","PERFORMORE 10 Pack of 8.5 x 14 Legal Size Heavyweight Clear Sheet Protectors Plastic Legal Paper Sleeves Clear Archival Quality Long Sheet Protectors for Binders Documents","Performore","$7.99","30","1","$240","11/30/2017","$3.87","5","5","$4.12","103358","Office Products","B092L9LHYP","https://www.amazon.com/dp/B092L9LHYP"
"","","177","A4-Sized Clear Sheet Protectors Polypropylene Acid-Free Safe Heavy-Duty 100 Pack Coral Brand","Coral LLC","$16.49","70","2","$1154","07/08/2018","$8.23","61","4.6","$8.26","59406","Office Products","B07FD5LNH9","https://www.amazon.com/dp/B07FD5LNH9"
"","","178","Sheet Protector  Page Protectors for 3 Ring Binders Heavy Duty Page Protectors for 8.5 x 11 Binder Sleeves (200 Sleeves)","VEEBOOST","$16.99","90","3","$1529","07/06/2022","...","1","5","","40031","Office Products","B0B5YKST9H","https://www.amazon.com/dp/B0B5YKST9H"
"","","179","500 Heavyweight Sheet Protectors Reinforced 3 Hole Design with 3 MIL Thickness Fits Standard 8.5 x 11 Paper 9.25 x 11.25 Top Loaded 500 Pack","Blue Summit Supplies","$35.99","103","3","$3707","12/16/2017","$20.86","448","4.8","$15.13","54668","Office Products","B078G44XSD","https://www.amazon.com/dp/B078G44XSD"
"","","180","MaxGear Pokemon Card Binder Sleeves Baseball Trading Card Page Protectors 9 Pocket for 3 Ring Binder 40 Pack Sheet Protector Sleeve for Sport Cards Coupon Game Cards Business Cards","MaxGear","$5.99","204","6","$1222","08/31/2021","$2.02","76","4.8","$3.97","17119","Office Products","B09F5MQY1R","https://www.amazon.com/dp/B09F5MQY1R"
"","","181","Business Source 8.5 x 11 Inches Heavyweight Top Loading Sheet Protectors - Pack of 100 - Clear (BSN74550)","Business Source","$18.81","20","0","$376","06/20/2007","$10.2","16","4.4","$8.61","107268","Office Products","B0030FCBU4","https://www.amazon.com/dp/B0030FCBU4"
"","","182","Fabmaker 30 Pack Photo Sleeves for 3 Ring Binder - (5x7 for 120 Photos) Archival Photo Page Protectors 5x7 Clear Plastic Photo Album Refill Pages Photo Pockets Postcard Sleeves Acid-Free","Fabmaker","$6.99","1410","47","$9856","05/17/2021","$2.87","497","4.8","$4.12","6113","Office Products","B0957TRTCJ","https://www.amazon.com/dp/B0957TRTCJ"
"","","183","100 Pcs | 12 x 8.7 Inches | Frank & Maverick A4 Size Paper Sheet Protectors Clear Heavy Duty 50 Micron Plastic & 11 Holes Suitable All Types of Binders | Page Protector | Clear Sheet Protector","Frank & Maverick","$5.99","15","0","$90","10/21/2021","$2.02","7","2.9","$3.97","83866","Office Products","B09K3PLCF1","https://www.amazon.com/dp/B09K3PLCF1"
"","","184","50 Count Diamond Clear Sheet Protectors Anti Glare Coating Standard Durable Weight by Gold Seal 8.5 x 11' Topload 50 Pack","GOLD SEAL","$5.99","240","8","$1438","03/08/2020","$2.02","139","4.6","$3.97","32300","Office Products","B085Q377VZ","https://www.amazon.com/dp/B085Q377VZ"
"","","185","Clear Sheet Protectors 8.5' x 11' 200 Pack Durable Top LoadReinforced Holes Acid-Free/Archival Safe","Officewerks","$11.97","40","1","$479","04/25/2017","$5.03","135","4.1","$6.94","131177","Office Products","B071RMJR7N","https://www.amazon.com/dp/B071RMJR7N"
"","","186","Staples 923666 11-Inch x 17-Inch Top Loading Fold-Out Sheet Protectors 5/Pack (15937-CC)","STAPLES","$9.67","30","1","$290","11/21/2019","...","1","5","","106788","Office Products","B01N91VBVI","https://www.amazon.com/dp/B01N91VBVI"
"","","187","Wilson Jones Tinted Pocket Sheet Protectors Letter Size 12 Sleeves per Pack Multi-Color (W21417A)","Wilson Jones","$5.94","5","0","$30","04/04/2014","$2.13","98","4.4","$3.81","146912","Office Products","B000ZPFA46","https://www.amazon.com/dp/B000ZPFA46"
"","","188","Oklahoma Joe's Longhorn Reverse Flow Smoker Black","Oklahoma Joe's","$799.00","64","2","$51136","04/21/2017","$394.7","332","4.5","$404.30","66188","Patio Lawn & Garden","B01KJGBEYK","https://www.amazon.com/dp/B01KJGBEYK"
"","","189","50 Pack 11x17 Sheet Protectors Landscape 11 x 17' Ledger Size Plastic Sleeves for 3 Ring Binder","Harhana","$13.99","34","1","$476","06/05/2022","$6.75","1","4","$7.24","122250","Office Products","B09X2WFTSH","https://www.amazon.com/dp/B09X2WFTSH"
"","","190","1000 Sheet Protectors 8.5 x 11 Clear Page Protectors 11 Hole Economy Design Lightweight Plastic Binder Sleeves Acid and PVC Free Clear Plastic Design 9.25 x 11.25 Top Loaded","Blue Summit Supplies","$44.99","66","2","$2969","12/05/2019","$29.41","100","4.8","$15.58","113809","Office Products","B082FR722R","https://www.amazon.com/dp/B082FR722R"
"","","191","Sheet Page Protectors Binder Sleeves - Designed to Protect Frequently Used 8.5 x 11 inches Plastic Covers for Paper for 3 Ring Binders 400ct","WEANOS","$21.99","124","4","$2727","08/12/2019","$11.66","538","4.8","$10.33","45181","Office Products","B07WMMHB9Q","https://www.amazon.com/dp/B07WMMHB9Q"
"","","192","Office Depot Tabloid-Size Sheet Protectors 11in. x 17in. Clear Pack Of 10 697146","Office Depot","$9.49","18","0","$171","04/20/2015","$5","34","4.4","$4.49","99660","Office Products","B00F63Q8Q6","https://www.amazon.com/dp/B00F63Q8Q6"
"","","193","C-Line 12-Pocket Bound Sheet Protector Presentation Book 24-Page Capacity For 8.5 x 11-Inch Inserts Black (33120)","C-Line","$6.82","21","0","$143","02/09/2011","$2.73","196","4.6","$4.09","167416","Office Products","B004Q9Z9IO","https://www.amazon.com/dp/B004Q9Z9IO"
"","","194","Dunwell Legal Size Sheet Protector - (Heavyweight 50 Pack) 8.5x14 Legal Paper Sleeves 7 Hole Punched for 3-Ring Legal Binder or 4 Ring Legal Size Binder Archival Quality Long Sheet Protectors","Dunwell","$14.95","248","8","$3708","09/15/2020","$7.57","468","4.6","$7.38","20543","Office Products","B08C3135BS","https://www.amazon.com/dp/B08C3135BS"
"","","195","80 Pack Sheet Protectors 8.5 x 11-inch Page Protectors 11 Hole Sheet Protectors for 2 3 4 Ring Binder Clear Page Protectors Plastic Sleeves Heavy Duty Photo Sleeves Letter Size","Joyberg","$5.99","25","0","$150","08/11/2021","$-0.7","53","3.3","$6.69","161659","Office Products","B09CFT16L7","https://www.amazon.com/dp/B09CFT16L7"
"","","196","Just Basics Top-Loading Sheet Protectors Lightweight Semi-Clear Box Of 200","OfficeMax","$14.57","10","0","$146","10/18/2010","$6.59","30","4.9","$7.98","132216","Office Products","B00QTS6HX6","https://www.amazon.com/dp/B00QTS6HX6"
"","","197","Charles Leonard Sheet Protectors Top Loading with Binder Holes 2 Mils Economy Weight Letter Size Clear 15-Pack (48115)","Charles Leonard","$6.25","0","0","$0","12/19/2010","$2.39","21","4.7","$3.86","244209","Office Products","B004G57UIU","https://www.amazon.com/dp/B004G57UIU"
"","","198","Qunrwe A3 Diamond Painting Storage BookArt Portfolio Case 40 PagesPocket Protector with Index StickersClear Sheet Protectors Presentation Folders Display Book for ArtworkReportPhoto12x16in(Blue)","Qunrwe","$17.99","30","1","$540","06/08/2022","$10.15","0","","$7.84","82205","Office Products","B0B5CLZ78P","https://www.amazon.com/dp/B0B5CLZ78P"
"","","199","300 Pcs Clear Sheet Protectors for 3 Ring Binder Page Protectors 8.5 x 11 Top Loading Document Protectors Plastic Sleeves for Binders for Multiple Photos or Printing Paper.","Yoicaly","$17.99","170","5","$3058","05/24/2022","$8.86","13","4.5","$9.13","60772","Office Products","B09PY65VQ6","https://www.amazon.com/dp/B09PY65VQ6"
"","","200","Dunwell Binder with Plastic Sleeves 60-Pocket - Presentation Book 8.5x11 (Black) Displays 120 Pages Portfolio Folder with 8.5 x 11 Sheet Protectors for Documents Hobbie Collectibles Kids Artwork","Dunwell","$16.95","1421","47","$24086","07/19/2020","$9.27","1098","4.7","$7.68","7072","Office Products","B088ZH4ZZH","https://www.amazon.com/dp/B088ZH4ZZH"
"","","201","Staples 938969 Arc System Heavyweight Sheet Protector Letter Size Clear 25/Pk","STAPLES","$9.49","120","4","$1139","07/12/2016","$2.93","347","4.7","$6.56","53011","Office Products","B01IDV59KI","https://www.amazon.com/dp/B01IDV59KI"
"","","202","Coruscant 500 Sheet Protectors 11 Hole Lightweight Binder Sleeves Protecting Paper File Classification No Acid No PVC Double Sided Transparent 9.25 X 11.25 Top Loaded","coruscant","$29.99","30","1","$900","11/29/2020","...","136","4.3","","102650","Office Products","B08PBJMQ76","https://www.amazon.com/dp/B08PBJMQ76"
"","","203","Avery Clear Recycled Economy Weight Sheet Protectors Top Load 100 Document Protectors (75539)","AVERY","$13.44","30","1","$403","01/05/2011","$6.28","224","4.7","$7.16","121860","Office Products","B004I2NSUU","https://www.amazon.com/dp/B004I2NSUU"
"","","204","C-Line Top Loading Super Heavyweight Vinyl Sheet Protectors Non-Glare 8.5 x 11 Inches 50 per Box (61013)","C-Line","$19.17","36","1","$690","12/01/2004","$10.5","43","4.5","$8.67","157648","Office Products","B000WA3FLO","https://www.amazon.com/dp/B000WA3FLO"
"","","205","Samsill Heavyweight Clear Sheet Protectors Box of 200 Plastic Page Protectors Acid Free/Archival Safe Top Load","Samsill","$18.99","12","0","$228","09/04/2017","$9.41","114","4.6","$9.58","129701","Office Products","B075GWYR57","https://www.amazon.com/dp/B075GWYR57"
"","","206","VANANSA 30 Count Sheet Protectors Page Protectors with 3 Ring Binder9.2 x 12 Inches Large Size Protector Top Loading Clean Paper Protector 2.36 Mil /0.06MM Acid-Free Oranger Coded Edges.","VANANSA","$5.99","75","2","$449","05/16/2021","...","323","4.5","","85868","Office Products","B09538FQ11","https://www.amazon.com/dp/B09538FQ11"
"","","207","Office Depot Legal Sheet Protectors Heavyweight 8 1/2in. x 14in. Non-Glare Clear Box Of 5 534678","Office Depot","$8.99","0","0","$0","09/12/2013","$4.72","5","5","$4.27","183883","Office Products","B00F63PWKY","https://www.amazon.com/dp/B00F63PWKY"
"","","208","20 Pack 360 Pockets Black Trading Card Sleeves Binder Sheets Double Sided Thicken Game Card Sleeves for 3 Ring Binder 9 Pocket Side Loading Page Protector for MTG Yugioh Pokemon Baseball Cards","Zofly","$6.49","95","3","$617","04/15/2022","$2.45","2","5","$4.04","44232","Office Products","B09Y3777FG","https://www.amazon.com/dp/B09Y3777FG"
"","","209","C-Line CLI62237 Panoramic Fold-Out Sheet Protectors 25 / Box Clear","C-Line","$20.29","23","0","$467","12/01/2004","$12.11","83","4.6","$8.18","154875","Office Products","B000J07EF0","https://www.amazon.com/dp/B000J07EF0"
"","","210","Wilson Jones Top-Loading Sheet Protectors Heavyweight Diamond Clear Box Of 100","Wilson Jones","$17.10","30","1","$513","12/31/2008","$8.75","16","4.8","$8.36","116001","Office Products","B007CO61AK","https://www.amazon.com/dp/B007CO61AK"
"","","211","Samsill 50 Pack 4 Pocket Garden Seeds Clear Sheet Protectors Card Protectors  Also Works for Postcards Index Cards Couponing Each Pocket Measures 3.5' x 5.25' Fits in Standard 3 Ring Binder","Samsill","$15.39","564","18","$8680","01/18/2020","$7.94","890","4.8","$7.45","17666","Office Products","B08418GCMH","https://www.amazon.com/dp/B08418GCMH"
"","","212","Business Source Top Loading Sheet Protectors - 9 x 11 Inches - Semi-Clear - Pack of 200 (74448)","Business Source","$18.93","18","0","$341","08/16/2010","$10.3","52","3.9","$8.63","125319","Office Products","B003T3A7CG","https://www.amazon.com/dp/B003T3A7CG"
"","","213","Pen Gear Sheet Protectors 100-Pack","ANDUOLA","$16.67","22","0","$367","05/11/2018","...","55","4.8","","164244","Office Products","B01DN7GB4A","https://www.amazon.com/dp/B01DN7GB4A"
"","","214","C-Line Top Loading Standard Weight Poly Sheet Protectors Non-Glare 8.5 x 11 Inches 50 per Box (62038)","C-Line","$7.83","30","1","$235","12/01/2004","$3.59","85","4.5","$4.24","117138","Office Products","B002ZWSW2O","https://www.amazon.com/dp/B002ZWSW2O"
"","","215","MaxGear Photo Sleeves for 3 Ring Binder 12x12 Album 30 Pack Photo Album Refill Pages 4x6 Photo Sleeves Mixed Hold 300 Photos Archival Photo Page Protectors 12x12 Each Page Holds Five 4x6 Pictures","MaxGear","$14.79","195","6","$2884","06/20/2022","$7.43","0","","$7.36","33388","Office Products","B09VL3STXP","https://www.amazon.com/dp/B09VL3STXP"
"","","216","Avery 74401 Heavyweight Sheet Protectors Letter Size Non-Glare 200/Bx","AVERY","$36.05","0","0","$0","09/22/2010","$23.91","0","","$12.14","196467","Office Products","B00449YR2A","https://www.amazon.com/dp/B00449YR2A"
"","","217","2Fold Sheet Protectors for Broadway Play Program and Theater Programs - 25 Custom Sheet Protectors Fits The Older 9 x 6 Playbills (6.25 x 9.25 Program Protectors (25 Pack))","2Fold","$10.99","126","4","$1385","10/08/2018","$6.42","84","4.5","$4.57","42867","Office Products","B07J4YVZST","https://www.amazon.com/dp/B07J4YVZST"
"","","218","Office Depot Brand Super Heavyweight Sheet Protectors 8-1/2' x 11' Non-Glare Box Of 200","Office Depot","$30.99","5","0","$155","01/27/2021","...","1","5","","164999","Office Products","B08VD16P8D","https://www.amazon.com/dp/B08VD16P8D"
"","","219","Avery 74404 Self-Adhesive Display Sheet Protectors Letter Size Clear 10/Pack","AVERY","$8.79","40","1","$352","06/01/2009","$4.55","36","4.5","$4.24","58685","Office Products","B00PV0VBHU","https://www.amazon.com/dp/B00PV0VBHU"
"","","220","Page Protectors 8.5 x 11 Inches Ecovision Crystal Clear Plastic Sheet Protectors for 3 Ring Binder. Top Loading Binder Sheets Paper Protector Letter Size (50 Pack)","EcoVision","$6.99","150","5","$1049","06/17/2021","$2.35","111","4.5","$4.64","32155","Office Products","B097GWM1CX","https://www.amazon.com/dp/B097GWM1CX"
"","","221","Avery 74090 Top-Load Sheet Protector Economy Gauge Letter Clear 50/Box","AVERY","$12.01","30","1","$360","11/10/2011","$5.69","1","5","$6.32","78859","Office Products","B079ZJH41N","https://www.amazon.com/dp/B079ZJH41N"
"","","222","Office Depot Heavyweight Non-Glare Sheet Protectors 8 1/2in. x 11in. Clear Pack Of 100 97124","Office Depot","$15.19","10","0","$152","12/01/2016","$7.12","45","4.6","$8.07","157194","Office Products","B00F63JIPO","https://www.amazon.com/dp/B00F63JIPO"
"","","223","C-Line Top Loading Super Heavyweight Poly Sheet Protectors Non-Glare 11 x 8.5 Inches 50 per Box (61008)","C-Line","$17.05","20","0","$341","12/01/2004","$9.35","63","4.6","$7.70","139002","Office Products","B0006NI8E6","https://www.amazon.com/dp/B0006NI8E6"
"","","224","Staples 919789 High Capacity Sheet Protectors 25/Pack (15944)","STAPLES","$8.31","18","0","$150","06/21/2015","$3.99","42","4.5","$4.32","77737","Office Products","B0106CK84E","https://www.amazon.com/dp/B0106CK84E"
"","","225","Integrity Resources Clear Sheet Protectors Bulk Pack 500 Top Loading Durable Archival Safe PVC Free Acid Free Polypropylene 8.5 x 11 Inch for 3 Ring Binder","Integrity Resources Inc","$21.95","114","3","$2502","07/21/2020","$11.03","276","4.5","$10.92","58211","Office Products","B08DG4GVVH","https://www.amazon.com/dp/B08DG4GVVH"
"","","226","Universal 21124 Top-Load Poly Sheet Protectors Standard Gauge Letter Clear (Pack of 50)","Universal","$10.27","0","0","$0","12/01/2004","$5.14","16","4.6","$5.13","294771","Office Products","B001CD9NTI","https://www.amazon.com/dp/B001CD9NTI"
"","","227","150 Sheet Protectors 8.5 X 11 Inch Clear Page Protectors for 3 Ring Binder Plastic Sheet Sleeves Protectors Durable Top Loading Paper Protector with Reinforced Holes Archival Safe","Performore","$16.97","148","4","$2512","03/19/2018","$9.28","212","4.5","$7.69","59920","Office Products","B07BLKCKVD","https://www.amazon.com/dp/B07BLKCKVD"
"","","228","Craftinova 500 Sheet Protectors 11 Hole Lightweight Binder Sleeves Designed to Protect Frequently Used 8.5 x 11 Papers Acid Free Clear Plastic Design 9.25 x 11.25 Top Loaded","craftinova","$24.99","30","1","$750","11/29/2020","$14.51","219","4.5","$10.48","143210","Office Products","B08PBN2DHZ","https://www.amazon.com/dp/B08PBN2DHZ"
"","","229","Kasuyi 20 Pack Clear Sheet Protectors9 12 Inch Reusable Erasable Archival Safe Page ProtectorsUse for Keeping RecipesPhotosImportant Documents Certificates Clean","Kasuyi","$9.75","18","0","$176","10/31/2021","$5.37","4","4.5","$4.38","154224","Office Products","B09BV2X2BK","https://www.amazon.com/dp/B09BV2X2BK"
"","","230","40 Pieces A4 Sheet Protectors for Discbound Holds Discbound Binding Cover (40)","DLUGOPIS","$18.99","54","1","$1025","11/29/2021","$11.62","17","4.5","$7.37","84112","Office Products","B09QKQD7DQ","https://www.amazon.com/dp/B09QKQD7DQ"
"","","231","50 Pack 400 Pockets 2.5x3.5' Trading Card SleevesDouble-Sided 4 Pocket Page ProtectorUltra-Clear Pokemon Card Sheets for A5 Mini 3 Ring Binder","WITHYU","$7.99","343","11","$2741","12/09/2021","$3.02","64","4.5","$4.97","32672","Office Products","B09NCXH8YG","https://www.amazon.com/dp/B09NCXH8YG"
"","","232","100 Sheet Protectors Heavy Duty 8.5 X 11 Inch Clear Page Protectors for 3 Ring Binder 70 Microns Plastic Sheet Sleeves Durable Top Loading Paper Protector with Reinforced Holes Archival Safe","Officewerks","$13.99","27","0","$378","11/30/2017","$6.75","206","4.6","$7.24","131999","Office Products","B077CZLYNM","https://www.amazon.com/dp/B077CZLYNM"
"","","233","Avery Top Loading Sheet Protector (PV119G-50)","AVERY","$15.55","35","1","$544","07/01/2012","$8.08","43","4.5","$7.47","112386","Office Products","B005B2PSUO","https://www.amazon.com/dp/B005B2PSUO"
"","","234","PERFORMORE 25 Pack of 9-Pocket Trading Card Binder Sleeves for 3 Ring Binders | Yugioh Baseball Pokemon Sports Card Page Protector Sheets | Plastic Top Loader Pages","Performore","$6.97","43","1","$300","03/14/2019","$2.85","173","4.8","$4.12","47172","Office Products","B07PPVYY4H","https://www.amazon.com/dp/B07PPVYY4H"
"","","235","BAZIC Sheet Protectors Economy Fit 8.5x11 Inch Paper 11 Hole Clear Plastic Sleeves Ring Binder Sheets Archival Safe (20/Pack) 1-Pack","BAZIC Products","$5.99","0","0","$0","05/15/2019","...","1","5","","188536","Office Products","B07RX2H2V5","https://www.amazon.com/dp/B07RX2H2V5"
"","","236","Staples 616224 5-1/2-Inch X 8-1/2-Inch Sheet Protectors Clear 25/Pack","STAPLES","$5.99","18","0","$108","06/21/2015","$2.17","135","4.6","$3.82","72947","Office Products","B00GAC6ML8","https://www.amazon.com/dp/B00GAC6ML8"
"","","237","StoreSMART - Clear Plastic Sheet Protector - 11' x 17' - for 3-Ring Binders - 25-Pack - RPT1262-25","STORE SMART","$37.25","0","0","$0","03/24/2015","...","0","","","295053","Office Products","B00V73EIVG","https://www.amazon.com/dp/B00V73EIVG"
"","","238","Oxford Top-Load Poly/Vinyl Three-Hole Sheet Protectors Heavy Weight Letter Size 50 per Box (1185) Clear 1.8' x 2.6' x 6.6'","Oxford","$19.20","15","0","$288","12/01/2004","$10.53","4","5","$8.67","127875","Office Products","B000DN859W","https://www.amazon.com/dp/B000DN859W"
"","","239","ABLY 540 Pockets Double-Sided Trading Card Pages Sleeves 9-Pocket Clear Plastic Game Card Protectors for Skylanders Pokemon Baseball Cards and More Fit 3 Ring Binder (30 Pages)","ABLY","$6.99","2048","68","$14316","09/06/2019","$2.87","3342","4.7","$4.12","3457","Office Products","B07VSNSYB4","https://www.amazon.com/dp/B07VSNSYB4"
"","","240","1InTheOffice Mini Binder Sheet Protectors 5.5 x 8.5 Top Loading Clear'25 Pack'","1InTheOffice","$8.59","10","0","$86","05/07/2018","$4.38","83","4.4","$4.21","177491","Office Products","B07CXFWT3H","https://www.amazon.com/dp/B07CXFWT3H"
"","","241","Avery Economy Weight Nonstick Sheet Protectors ( 100 count )","AVERY","$18.68","30","1","$560","05/05/2015","$10.74","45","4.2","$7.94","129699","Office Products","B01MDODXG6","https://www.amazon.com/dp/B01MDODXG6"
"","","242","Avery Top Loading Sheet Protector (PVH119G-50)","AVERY","$25.99","12","0","$312","07/01/2012","$16.95","5","4.3","$9.04","122484","Office Products","B005B2TAIK","https://www.amazon.com/dp/B005B2TAIK"
"","","243","Office Depot Top-Loading Sheet Protectors Heavyweight Clear Expandable Box Of 25 105007RMDUP","Office Depot","$11.49","35","1","$402","06/08/2015","$6.7","20","4","$4.79","58087","Office Products","B00X113ZUM","https://www.amazon.com/dp/B00X113ZUM"
"","","244","StoreSMART - Rigid Print Protectors 5-Pack - 8 1/2' x 11' - Top Loaders - HPP812X11-5","STORE SMART","$23.99","325","10","$7797","02/02/2010","...","142","4.7","","18791","Office Products","B0036ZKLKK","https://www.amazon.com/dp/B0036ZKLKK"
"","","245","TYH Supplies 100-Pack Economy 7 Hole Half Page Small Clear Mini Sheet Protectors 5.5 x 8.5 Inches A5 Non Vinyl Acid Free","TYH Supplies","$9.99","30","1","$300","05/04/2017","$3.97","103","4.5","$6.02","76988","Office Products","B071DXQZBK","https://www.amazon.com/dp/B071DXQZBK"
"","","246","(50 Sheets) Seed Storage Organizer (3.5 x 5' Pockets) Garden Seed Organizer - Seed Packet Organizer - Seed Sheets - Seed Keeper - 4 Pocket Sheet Protectors (8.5 x 11' - For 3 Ring Binder) / Paper Plan","Paper Plan","$16.99","216","7","$3670","07/11/2022","$9.3","2","4.5","$7.69","18949","Office Products","B0B17M1LXZ","https://www.amazon.com/dp/B0B17M1LXZ"
"","","247","Dunwell Sheet Protectors for Comic Books - (25 Pack) Super Heavyweight 3-Hole Punched Fits Silver Age and Current Comics for Comic Book Collection and Storage Archival Quality Acid-Free Poly","Dunwell","$7.95","250","8","$1988","01/22/2022","...","71","4.8","","28080","Office Products","B09C5PZRD1","https://www.amazon.com/dp/B09C5PZRD1"
"","","248","540 Pockets Card Sleeves Binder Sheets Baseball Card Sleeves Pages for 3 Ring Binder 9 Pocket Page Protector for Trading Cards Sport Cards Coupon Game Cards Business Cards 30 Pages","GEAoffice","$6.79","583","19","$3959","06/03/2021","$2.7","311","4.8","$4.09","15825","Office Products","B096FF5QGM","https://www.amazon.com/dp/B096FF5QGM"
"","","249","Office Depot Top-Loading Sheet Protectors Standard Weight Clear Box Of 100 OD03035","Office Depot","$13.18","18","0","$237","09/12/2013","$6.06","33","4.6","$7.12","215274","Office Products","B00F63MSDI","https://www.amazon.com/dp/B00F63MSDI"
"","","250","Bibfolio Race Bib Display Vinyl Protector Sheets | Designed by Gone For a Run | 4 Pack (12 Vinyl Sheets/Pack) - 48 Sheets","Gone For a Run","$34.99","198","6","$6928","02/09/2013","$23.95","814","4.8","$11.04","37376","Office Products","B00BL4EAQ4","https://www.amazon.com/dp/B00BL4EAQ4"
"","","251","EnvyPak Sheet Protectors Color-Coded Edges 8.5 X 11-3 Hole Punched - Pack of 100 (Assorted) - 100% Made in The USA","EnvyPak","$20.99","42","1","$882","08/11/2016","$12.05","170","4.7","$8.94","124198","Office Products","B01KAG0KSU","https://www.amazon.com/dp/B01KAG0KSU"
"","","252","BCW Pro 2-Pocket Photo Pages - 50 ct","BCW","$11.48","212","7","$2434","04/26/2010","$4.62","503","4.7","$6.86","34543","Office Products","B003GMRUDY","https://www.amazon.com/dp/B003GMRUDY"
"","","253","Wilson Jones Super Heavy Weight Top-Loading Sheet Protectors Letter Size 50 Sleeves per Box Clear (W21400)","Wilson Jones","$18.79","12","0","$225","04/30/2008","$10.83","54","4.3","$7.96","126139","Office Products","B00015YR5I","https://www.amazon.com/dp/B00015YR5I"
"","","254","C-Line 62010 Colored Polypropylene Sheet Protector Assorted Colors 2-Inch 11 x 8 1/2 50/BX","C-Line","$20.12","18","0","$362","05/25/2012","$11.96","9","4.3","$8.16","78842","Office Products","B00A3YMYD4","https://www.amazon.com/dp/B00A3YMYD4"
"","","255","24 Pcs 4 Pocket Currency Pages Clear Currency Sleeves Dollar Bill Holder with 3 Holes Collecting Currency Sleeves Binder Plastic Sheet Protectors for Bill Collectors Receipts Record Card Banknote","CHENGU","$13.99","60","2","$839","04/25/2022","$8.82","5","4.7","$5.17","55867","Office Products","B09YV4W6QZ","https://www.amazon.com/dp/B09YV4W6QZ"
"","","256","StoreSMART - Clear Plastic Sheet Protector - 9' x 12' - for 3-Ring Binders - 10-Pack - SPT750-10","STORE SMART","$12.90","75","2","$968","10/01/2020","...","108","4.7","","72040","Office Products","B08KJF56TY","https://www.amazon.com/dp/B08KJF56TY"
"","","257","C-Line Top Loading Heavyweight Poly Sheet Protectors Clear Legal Size 14 x 8.5 Inches 50 per Box (62047)","C-Line","$23.49","12","0","$282","01/06/2007","$14.83","96","4.6","$8.66","152164","Office Products","B0006NI96I","https://www.amazon.com/dp/B0006NI96I"
"","","258","Charles Leonard Sheet Protectors Top Loading with Binder Holes 3.3 Mils Heavy Weight Letter Size Clear 100-Pack (48341)","Charles Leonard","$10.69","15","0","$160","01/03/2016","$3.3","5","4.8","$7.39","84456","Office Products","B001QOH0K2","https://www.amazon.com/dp/B001QOH0K2"
"","","259","Avery Quick-Load Sheet Protectors Top-Load Heavyweight Diamond Clear Polypropylene 8.5 x 11 Inches Pack of 10 (74084)","AVERY","$9.00","35","1","$315","07/05/2006","$4.73","169","4.5","$4.27","131964","Office Products","B000GAVDL4","https://www.amazon.com/dp/B000GAVDL4"
"","","260","Rubex Dry Erase Pockets Dry Erase Sleeves Plastic Sleeves Reusable Sheet Protectors Job Ticket Holders Assorted Colors Sheets Job - Classroom - School Supplies Oversized 10 x 13 Inches 10 Count","RUBEX","$9.99","120","4","$1199","07/06/2020","$5.42","211","4.7","$4.57","22780","Office Products","B08CJX3KJ6","https://www.amazon.com/dp/B08CJX3KJ6"
"","","261","C-Line 62097 Heavyweight Polypropylene Sheet Protector Clear 2-Inch 11 X 8 1/2 200/Bx","C-Line","$31.01","24","0","$744","05/28/2013","...","7","5","","111166","Office Products","B00D32GUB0","https://www.amazon.com/dp/B00D32GUB0"
