"Export time: 8/7/2022, 6:40:07 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","45","60ft DAYBETTER Smart Led Lights5050 RGB Led Strip Lights Kits with Remote App Control Timer Schedule Led Music Strip Lights(2 Rolls of 30ft)","DAYBETTER","$19.99","4453","148","$89015","08/18/2020","$11.85","3581","4.6","$8.14","2050","Tools & Home Improvement","B08G4N5NCG","https://www.amazon.com/dp/B08G4N5NCG"
"","","46","120 Pack Strip Light Mounting BracketTransparent Fixing Clips for 10mm Wide IP65 Waterproof 5050 LED Strip LightOne Side Fixing120 Screws Included","WokHok","$5.99","360","12","$2156","05/18/2022","$1.55","0","","$4.44","27663","Tools & Home Improvement","B0B1PZPLDP","https://www.amazon.com/dp/B0B1PZPLDP"
"","","47","Led Strip LightsWLtoeoo 32.8ft Flexible Color Changing Led LightsRGB Led Wall Lights with Remote 44 Key DIY Colors Led Lights Strip for BedroomKitchen Party Halloween Christmas Decoration","WLTOEOO","$9.99","643","21","$6424","06/14/2022","$3.97","140","4.3","$6.02","17091","Tools & Home Improvement","B0B45WTSM5","https://www.amazon.com/dp/B0B45WTSM5"
"","","48","DAYBETTER Led Lights Color Changing Led Strip Lights with Remote Controller 60ft 2 Rolls of 30ft Led Lights for Bedroom Home Decoration","DAYBETTER","$18.69","3891","129","$72723","07/31/2020","$10.75","13330","4.6","$7.94","1031","Tools & Home Improvement","B08DY1STWX","https://www.amazon.com/dp/B08DY1STWX"
"","","49","65.6 ft Led Lights for Bedroom KEXU Led Strip Lights Led Light Strips with App Music Sync Lights for Bedroom Led Lights for Room Decoration","KEXU","$16.98","3425","114","$58157","10/14/2021","$10.66","710","4.5","$6.32","2615","Tools & Home Improvement","B09JJYXB69","https://www.amazon.com/dp/B09JJYXB69"
"","","50","DAYBETTER Smart WiFi Led Lights 100ft Tuya App Controlled Led Strip Lights Work with Alexa and Google Assistant Timer Schedule Led Lights Strip Color Changing Led Lights for Bedroom Party Kitchen","DAYBETTER","$29.99","12528","417","$375715","11/16/2020","$20.35","8589","4.5","$9.64","448","Tools & Home Improvement","B08NP8WRJ9","https://www.amazon.com/dp/B08NP8WRJ9"
"","","51","DAYBETTER LED Lights for TV TV Led Backlight 14.8ft for 65-75in TV USB Powered TV Lights kit Led Strip Lights Music Sync Remote RGB Lamp for Gaming Bedroom Room HDTV Mood Lighting","DAYBETTER","$15.99","1170","39","$18708","12/22/2021","$10.67","258","4.2","$5.32","7240","Tools & Home Improvement","B09P3DGJJQ","https://www.amazon.com/dp/B09P3DGJJQ"
"","","52","Brightown 12 Pack Led Fairy Lights Battery Operated String Lights Waterproof Silver Wire 7 Feet 20 Led Firefly Starry Moon Lights for DIY Wedding Party Bedroom Patio Christmas (12 Pack Warm White)","Brightown","$11.38","17359","578","$197545","08/15/2019","$6.6","31077","4.6","$4.78","372","Home & Kitchen","B07WG18RLT","https://www.amazon.com/dp/B07WG18RLT"
"","","53","LED Lights for TV Led Backlight 9.84ft RGB Led Strip Lights for TV Lights Behind MATICOD USB Led Light Strip for 43-65in TV Bluetooth APP Control Music Sync Ambient Lighting for Gaming Room","MATICOD","$8.99","1022","34","$9188","04/17/2022","$4.72","130","4.2","$4.27","16382","Tools & Home Improvement","B09T92F9Z8","https://www.amazon.com/dp/B09T92F9Z8"
"","","54","HRDJ Led Strip Lights 33 Feet Smart Led Lights for Bedroom with Remote and App Control RGB Led Light Strips Music Sync Led Rope Lights Color Changing Led Tape Lights for Party","HRDJ","$11.99","1380","46","$16546","05/18/2022","...","22","4.1","","6058","Tools & Home Improvement","B0B1Q3WTV7","https://www.amazon.com/dp/B0B1Q3WTV7"
