"Export time: 8/5/2022, 11:15:38 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","157","3.5oz Bath Bombs for Kids Organic Essential Oil 12 Bubble Colorful Fizzy Bath Bomb with 6 Superhero Toys Keychain(Outside) Christmas /Birthday Gift Set for Girls or Boys","SAMDIA","$19.99","390","13","$7796","07/29/2021","$10.56","303","4.3","$9.43","36072","Beauty & Personal Care","B09BJF3X66","https://www.amazon.com/dp/B09BJF3X66"
"","","158","Bath Bombs for Men Gift Set of 8 Scented Organic Handmade Bath Bombs of 2.5 oz with Natural Essential Oils. Perfect for Boyfriend Husband Father or Friend by ZenseMe","ZenseMe","$23.95","710","23","$17005","02/28/2021","$15.22","691","4.5","$8.73","18495","Beauty & Personal Care","B08K3HXJSW","https://www.amazon.com/dp/B08K3HXJSW"
"","","159","Bath Bombs for Kids: Bathbombs with Surprise Inside That Wows Any Kid Ideal Toys Fizzies for Age 3+ Men Women and Girls with Kids Perfect for Family Bat (6 pcs Per Pack)","The Bean People","$15.99","52","1","$831","11/18/2018","$9.82","250","4.4","$6.17","198747","Beauty & Personal Care","B07KPVSZ21","https://www.amazon.com/dp/B07KPVSZ21"
"","","160","Cash Money Bath Bombs (Cucumber Mint) - Jumbo Size Bath Bomb 7.5oz - Money Soap Bathbombs - $2-$2500 Inside - Rare $2 Bill - Smell Good Bath Bombs with Money Inside - Mystery Surprise Gift","JEWELRY CANDLES JC A HIDDEN JEWEL INSIDE EVERY CANDLE","$16.99","841","28","$14289","02/28/2019","$10.67","9265","3.7","$6.32","23932","Beauty & Personal Care","B07P7475LX","https://www.amazon.com/dp/B07P7475LX"
"","","161","Bath Bombs 6PCS Bath Bomb Gift Set with Vegan Natural Essential Oils & Coconut Oil & Shea Butter Shower Bombs for Moisturize Skin & Bubble Bath Ideas for Women Moms Valentine's Day Christmas","EverLife","$16.99","20","0","$340","06/27/2021","$9.3","161","4.6","$7.69","259177","Beauty & Personal Care","B0982X16BG","https://www.amazon.com/dp/B0982X16BG"
"","","162","Da Bomb'F' Bath Bomb Purple","DA BOMB","$5.49","32","1","$176","10/06/2017","$1.28","5118","4.6","$4.21","87555","Beauty & Personal Care","B01LWW9OPP","https://www.amazon.com/dp/B01LWW9OPP"
"","","163","Handmade Bath Bombs for Kids with Toys Inside - Bubble Bath Fizzies with Essential Oils - Multicolored Kids Large 6 Bath Bombs with Squishy on Side - Natural & Organic Ingredients Set Made in The USA","Eco Time","$24.95","640","21","$15968","04/04/2020","$16.07","1937","4.6","$8.88","15935","Beauty & Personal Care","B085ZT5G29","https://www.amazon.com/dp/B085ZT5G29"
"","","164","Rainbow Bath Bombs Handmade Essential Oil Bath Bombs for Kids Women Bubble Bathbombs Set of 4 Large Cloud & Star Kids Bath Bombs Kit Birthday Gifts for Girls Boys","LA BELLEFE","$16.99","...","...","...","05/23/2022","$10.9","4217","4.7","$6.09","8530","...","B0B23RHBWQ","https://www.amazon.com/dp/B0B23RHBWQ"
"","","165","Meland Easter Egg Bath Bombs with Surprise Toys Inside - 12pcs 5oz Kids Bath Bombs Set - Bubble Bath Fizzes Birthday Christmas Gift for Boys & Girls","Meland","$29.99","44","1","$1320","07/21/2020","$19.06","631","4.6","$10.93","188872","Beauty & Personal Care","B08DFDXVHF","https://www.amazon.com/dp/B08DFDXVHF"
"","","166","Hennaja Bath Bombs 12 Natural Bath Bomb Gift Set Handmade Bubble Bathbombs for Women Kids Shea Butter Moisturize Gifts for Mom Her Girlfriend Mothers Day Gifts for Birthday Valentines Christmas","Hennaja","$15.99","0","0","$0","10/23/2020","$7.8","6","3.6","$8.19","943854","Beauty & Personal Care","B08GSFSPNG","https://www.amazon.com/dp/B08GSFSPNG"
"","","167","Perjoy Bath Bombs 6 Bubble Bath Bombs for Women Kids Shea Butter Spa Moisturize","Perjoy","$9.99","111","3","$1109","12/22/2020","$4.05","949","4.6","$5.94","95299","Beauty & Personal Care","B08R7G53T1","https://www.amazon.com/dp/B08R7G53T1"
"","","168","Bodycology Cherry Blossom Bath Fizzies Soak Balls 8 Count","Bodycology","$5.39","3","0","$16","01/23/2018","$-0.18","168","4.5","$5.57","376333","Beauty & Personal Care","B06XXMFKF3","https://www.amazon.com/dp/B06XXMFKF3"
"","","169","Bath Bombs for Kids with Toys Inside for Girls Boys - 12 Set Surprise Bubble Bath Fizzies Colorful Handmade Kids Safe and Gentle Spa Bath Fizz Balls Kit Easter Eggs Birthday Christmas Gift","Santrela","$17.99","382","12","$6872","12/16/2020","$8.86","653","4.6","$9.13","36158","Beauty & Personal Care","B08SH5RCMZ","https://www.amazon.com/dp/B08SH5RCMZ"
"","","170","Bath Bombs Gift Set 6pcs Fizzies Spa Kit with Pure Essential Oils Coconut Oil Sea Salt and Shea Butter Kid Safe Best Christmas & Birthday Gift","EverLife","$16.99","112","3","$1903","11/01/2020","$9.3","594","4.6","$7.69","81386","Beauty & Personal Care","B08MDRGV63","https://www.amazon.com/dp/B08MDRGV63"
"","","171","Meland Bath Bombs with Surprise Necklaces  6pcs 5.5 oz Bubble Bath Fizzies for Kids Unicorn Bath Bombs Gift Set for Women Girls Birthday Christmas Anniversary","TOPNaturePlus","$22.99","138","4","$3173","04/17/2019","$13.75","1460","4.7","$9.24","63917","Beauty & Personal Care","B07QV4MVSX","https://www.amazon.com/dp/B07QV4MVSX"
"","","172","Crayola Bath Fizzies Bundle","Crayola","$15.99","329","10","$5261","07/24/2018","$9.82","498","4.4","$6.17","42825","Beauty & Personal Care","B07FXCZKH6","https://www.amazon.com/dp/B07FXCZKH6"
"","","173","Bath Bombs for Kids: Bathbombs with Surprise Inside That Wows Any Kid Ideal Toys Fizzies for Age 3+ Men Women and Girls with Kids Bath Bomb Balls Perfect for Family (3 pcs Per Pack)","The Bean People","$9.99","0","0","$0","01/29/2019","$5.65","106","4.4","$4.34","275734","Beauty & Personal Care","B07N8D1STP","https://www.amazon.com/dp/B07N8D1STP"
"","","174","peinat Bath Bombs 8PCS Macaron Bath Salt Balls Gift Set for Women Kids SPA Plant Essential Oil Bubble Bath for Moisturize Dry Skin Sea Salt Bombs 2.75oz Large Shower Bathbombs Kit","peinat","$21.99","15","0","$330","01/19/2021","$14.17","71","4.2","$7.82","294606","Beauty & Personal Care","B08C4Z76SB","https://www.amazon.com/dp/B08C4Z76SB"
"","","175","Bath Bombs for Kids with Toys Inside for Girls Boys - 12 Pack Organic Bubble Bath Fizzies Bomb Gentle and Kids Safe Ideal Gift for Easter Eggs Stuffers Birthday Christmas","Santrela","$17.99","469","15","$8437","05/14/2020","$9.5","645","4.5","$8.49","31473","Beauty & Personal Care","B08FBVDRG6","https://www.amazon.com/dp/B08FBVDRG6"
"","","176","Bath Bombs 2Pcs Gift Set for Mother's Day Ribivaul Handmade Rainbow Bath Bombs with Natural Ingredients and Dreamy RainbowBath Bomb with Rich Bubble Great Gift for Birthday Mother's Day Christmas","Ribivaul","$13.99","462","15","$6463","10/07/2020","$8.12","940","4.7","$5.87","40347","Beauty & Personal Care","B08KW95NLQ","https://www.amazon.com/dp/B08KW95NLQ"
"","","177","Makady Aromatherapy Shower Steamers - Variety Set of 12x Shower Bombs with Essential Oils for Relaxation. Shower Bomb Melts for Women Who Has Everything. Shower Steamer Tablets (Fizzies) for Home Spa","MAKADY","$15.99","195","6","$3118","01/28/2020","$9.07","4620","4.2","$6.92","70711","Beauty & Personal Care","B083F2ZKTZ","https://www.amazon.com/dp/B083F2ZKTZ"
"","","178","Bath Bombs for Kids with Toys Inside - Set of 12 Colorful Egg Bath Fizzies with Dinosaur Surprise. Gentle and Kids Safe Spa Bath Fizz Balls Kit. Birthday Gift for Girls and Boys","Mineral Me California","$29.97","763","25","$22867","02/10/2020","$20.33","2944","4.5","$9.64","46381","Beauty & Personal Care","B084Q6L7K9","https://www.amazon.com/dp/B084Q6L7K9"
"","","179","Bath Bombs for Kids with Toys Surprise Inside Kids Bath Bombs 12 Pcs Bubble Bath Dino Egg Gift Set for Birthday Christmas Easter and Party Favor Gift for Girls and Boys","Lisotera","$14.99","302","10","$4527","03/23/2020","$6.31","601","4.5","$8.68","32106","Beauty & Personal Care","B086QQCJTF","https://www.amazon.com/dp/B086QQCJTF"
"","","180","BATH SCENTS Bath Fizzy","BATH SCENTS","$4.50","0","0","$0","06/14/2021","$0.37","1","3","$4.13","965955","Beauty & Personal Care","B0979P4X37","https://www.amazon.com/dp/B0979P4X37"
"","","181","Handmade Bath Bombs Moisturizing Bathbombs Aromatherapy Bath Bomb SPA Bubble Shower Bath Salt Rich in Mineral Oil and Plant Essence for Spa Kids Women Dry Skins Gift(Blue)","Lv. life","$8.17","0","0","$0","11/20/2020","...","4","4.1","","836389","Beauty & Personal Care","B08N61GF49","https://www.amazon.com/dp/B08N61GF49"
"","","182","Stsfybaths Red Shimmer Bath Bomb in A Bag - Handmade Strawberry Scented Bath Bombs for Women Kids and Men - Bulk Bathbomb Fizzies Perfect for Boys and Girls All Ages (Large Red)","Stsfybaths","$19.95","180","6","$3591","05/09/2021","$13.19","55","4.3","$6.76","63921","Beauty & Personal Care","B094DV86C5","https://www.amazon.com/dp/B094DV86C5"
"","","183","3.5 oz XL Bath Bombs for Kids with Puppy Toys Inside Kids Bath Bombs Organic Bubble Bath Fizzies Colorful Bomb 12 Pcs Set Birthday/Christmas Surprise Gift for Girls & Boys","SAMDIA","$24.99","357","11","$8921","07/27/2020","$14.81","1114","4.6","$10.18","58298","Beauty & Personal Care","B08B3LNKC5","https://www.amazon.com/dp/B08B3LNKC5"
"","","184","2022 Bath Bombs Gifts (Pack of 12) for Women Mom Fizzies Shea & Coco Butter Dry Skin Moisturize Perfect for Bubble & Spa Bath Handmade Birthday Mothers Day Gifts idea For Her/Him Wife Girlfriend","OTTCOL","$24.99","9","0","$225","12/22/2021","$15.45","60","4.4","$9.54","427391","Beauty & Personal Care","B09P3DNH4S","https://www.amazon.com/dp/B09P3DNH4S"
"","","185","Tree Hut Shea Detoxifying Bath Bomb with Charcoal Fig & Olive 7.2oz Ultra Hydrating Bath Bomb for Nourishing Essential Body Care","Tree Hut","$5.46","78","2","$426","01/30/2019","$1.25","182","4.6","$4.21","73710","Beauty & Personal Care","B079FCNQ76","https://www.amazon.com/dp/B079FCNQ76"
"","","186","Unicorn Bath Bomb Gift Set - Include Unicorn Lips Sea Shell Macarons Handmade All Natural Essential Oil and Organic Bath Bomb Best Gift Idea for Birthday Mothers Day Valentine Women Mom Teen Girl","monochef","$17.99","268","8","$4821","06/05/2019","$10.15","3634","4.7","$7.84","75058","Beauty & Personal Care","B07L9RCGQ1","https://www.amazon.com/dp/B07L9RCGQ1"
"","","187","Bath Bombs for Kids with Surprise Toy Inside Colorful Handmade Natural Bath Ball with Professionals Career Figurine Children Moisturizing SPA Fizzy Bath Bomb with Coconut Oil Gift Set for Girl Boy","Leoce","$14.99","171","5","$2563","07/22/2021","$8.22","357","4.6","$6.77","61759","Beauty & Personal Care","B095P2Z819","https://www.amazon.com/dp/B095P2Z819"
"","","188","Huge Bath Bombs for Kids with Surprise Inside Dinosaur Eggs Toys 6 XXL Bath Bomb Set Safe and Gentle Bath Ball Kit Spa Bubble Bath Fizz Birthday Christmas Easter Gifts for Boys and Girls","HAKUDI","$19.99","186","6","$3718","10/28/2021","$11.2","89","4.5","$8.79","75285","Beauty & Personal Care","B09HBYB76J","https://www.amazon.com/dp/B09HBYB76J"
"","","189","hallu Unicorn Horn Spinning & Bubbling Bath Bombs 3.5 oz Pack of 4 (75012)","Hallu","$9.39","...","...","...","03/07/2022","$3.5","0","","$5.89","141590","...","B09V3CDBSX","https://www.amazon.com/dp/B09V3CDBSX"
